0 0 0     0.000128416 0 0
0.00860387 -0.000280174 0.00238148     0.00860387 -0.000280174 0.00238148
0.00860387 -0.000280174 0.00238148     0.00860387 -0.000280174 0.00238148
0.00860387 -0.000280174 0.00238148     0.00860387 -0.000280174 0.00238148
0.00860387 -0.000280174 0.00238148     0.00860387 -0.000280174 0.00238148
0.00860387 -0.000280174 0.00238148     0.00873229 -0.000280174 0.00238148
0.00873229 -0.000280174 0.00238148     0.00873229 -0.000280174 0.00238148
0.00873229 -0.000280174 0.00238148     0.00873229 -0.000280174 0.00238148
0.00873229 -0.000280174 0.00238148     0.0088607 -0.000280174 0.00238148
0.0088607 -0.000280174 0.00238148     0.0088607 -0.000280174 0.00238148
0.0088607 -0.000280174 0.00238148     0.0088607 -0.000280174 0.00238148
0.0088607 -0.000280174 0.00238148     0.00898912 -0.000280174 0.00238148
0.00898912 -0.000280174 0.00238148     0.00898912 -0.000280174 0.00238148
0.00898912 -0.000280174 0.00238148     0.00898912 -0.000420261 0.00252157
0.00898912 -0.000420261 0.00252157     0.00898912 -0.000420261 0.00252157
0.00898912 -0.000420261 0.00252157     0.00911754 -0.000420261 0.00252157
0.00911754 -0.000420261 0.00252157     0.00911754 -0.000420261 0.00252157
0.00911754 -0.000420261 0.00252157     0.00911754 -0.000420261 0.00252157
0.00911754 -0.000420261 0.00252157     0.00924595 -0.000420261 0.00252157
0.00924595 -0.000420261 0.00252157     0.00924595 -0.000420261 0.00252157
0.00924595 -0.000420261 0.00252157     0.00924595 -0.000420261 0.00252157
0.00924595 -0.000420261 0.00252157     0.00924595 -0.000420261 0.00252157
0.00924595 -0.000420261 0.00252157     0.00937437 -0.000420261 0.00252157
0.00937437 -0.000420261 0.00252157     0.00937437 -0.000420261 0.00252157
0.00937437 -0.000420261 0.00252157     0.00937437 -0.000420261 0.00266165
0.00937437 -0.000420261 0.00266165     0.00937437 -0.000420261 0.00266165
0.00937437 -0.000420261 0.00266165     0.00937437 -0.000420261 0.00266165
0.00937437 -0.000420261 0.00266165     0.00950278 -0.000420261 0.00266165
0.00950278 -0.000420261 0.00266165     0.00950278 -0.000420261 0.00266165
0.00950278 -0.000420261 0.00266165     0.00950278 -0.000420261 0.00266165
0.00950278 -0.000420261 0.00266165     0.00950278 -0.000420261 0.00266165
0.00950278 -0.000420261 0.00266165     0.00950278 -0.000420261 0.00266165
0.00950278 -0.000420261 0.00266165     0.00950278 -0.000420261 0.00266165
0.00950278 -0.000420261 0.00266165     0.00950278 -0.000420261 0.00266165
0.00950278 -0.000420261 0.00266165     0.0096312 -0.000420261 0.00266165
0.0096312 -0.000420261 0.00266165     0.0096312 -0.000420261 0.00266165
0.0096312 -0.000420261 0.00266165     0.0096312 -0.000420261 0.00266165
0.0096312 -0.000420261 0.00266165     0.0096312 -0.000420261 0.00266165
0.0096312 -0.000420261 0.00266165     0.0096312 -0.000420261 0.00266165
0.0096312 -0.000420261 0.00266165     0.0096312 -0.000420261 0.00266165
0.0096312 -0.000420261 0.00266165     0.00975962 -0.000420261 0.00266165
0.00975962 -0.000420261 0.00266165     0.00975962 -0.000420261 0.00266165
0.00975962 -0.000420261 0.00266165     0.00975962 -0.000420261 0.00280174
0.00975962 -0.000420261 0.00280174     0.00975962 -0.000420261 0.00280174
0.00975962 -0.000420261 0.00280174     0.00975962 -0.000420261 0.00280174
0.00975962 -0.000420261 0.00280174     0.00975962 -0.000420261 0.00280174
0.00975962 -0.000420261 0.00280174     0.00975962 -0.000420261 0.00280174
0.00975962 -0.000420261 0.00280174     0.00988803 -0.000420261 0.00280174
0.00988803 -0.000420261 0.00280174     0.00988803 -0.000420261 0.00280174
0.00988803 -0.000420261 0.00280174     0.00988803 -0.000420261 0.00280174
0.00988803 -0.000420261 0.00280174     0.00988803 -0.000420261 0.00280174
0.00988803 -0.000420261 0.00280174     0.00988803 -0.000420261 0.00280174
0.00988803 -0.000420261 0.00280174     0.00988803 -0.000420261 0.00280174
0.00988803 -0.000420261 0.00280174     0.00988803 -0.000420261 0.00280174
0.00988803 -0.000420261 0.00280174     0.0100164 -0.000420261 0.00280174
0.0100164 -0.000420261 0.00280174     0.0100164 -0.000420261 0.00280174
0.0100164 -0.000420261 0.00280174     0.0100164 -0.000560348 0.00280174
0.0100164 -0.000560348 0.00280174     0.0100164 -0.000560348 0.00280174
0.0100164 -0.000560348 0.00280174     0.0100164 -0.000560348 0.00280174
0.0100164 -0.000560348 0.00280174     0.0100164 -0.000560348 0.00294183
0.0100164 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0101449 -0.000560348 0.00294183
0.0101449 -0.000560348 0.00294183     0.0102733 -0.000560348 0.00294183
0.0102733 -0.000560348 0.00294183     0.0102733 -0.000560348 0.00294183
0.0102733 -0.000560348 0.00294183     0.0102733 -0.000560348 0.00294183
0.0102733 -0.000560348 0.00294183     0.0102733 -0.000560348 0.00294183
0.0102733 -0.000560348 0.00294183     0.0102733 -0.000560348 0.00294183
0.0102733 -0.000560348 0.00294183     0.0102733 -0.000560348 0.00294183
0.0102733 -0.000560348 0.00294183     0.0102733 -0.000560348 0.00294183
0.0102733 -0.000560348 0.00294183     0.0104017 -0.000560348 0.00294183
0.0104017 -0.000560348 0.00294183     0.0104017 -0.000560348 0.00294183
0.0104017 -0.000560348 0.00294183     0.0104017 -0.000560348 0.00294183
0.0104017 -0.000560348 0.00294183     0.0104017 -0.000560348 0.00308191
0.0104017 -0.000560348 0.00308191     0.0104017 -0.000560348 0.00308191
0.0104017 -0.000560348 0.00308191     0.0104017 -0.000560348 0.00308191
0.0104017 -0.000560348 0.00308191     0.0104017 -0.000560348 0.00308191
0.0104017 -0.000560348 0.00308191     0.0105301 -0.000560348 0.00308191
0.0105301 -0.000560348 0.00308191     0.0105301 -0.000560348 0.00308191
0.0105301 -0.000560348 0.00308191     0.0105301 -0.000560348 0.00308191
0.0105301 -0.000560348 0.00308191     0.0105301 -0.000560348 0.00308191
0.0105301 -0.000560348 0.00308191     0.0105301 -0.000560348 0.00308191
0.0105301 -0.000560348 0.00308191     0.0105301 -0.000560348 0.00308191
0.0105301 -0.000560348 0.00308191     0.0105301 -0.000560348 0.00308191
0.0105301 -0.000560348 0.00308191     0.0106585 -0.000560348 0.00308191
0.0106585 -0.000560348 0.00308191     0.0106585 -0.000560348 0.00308191
0.0106585 -0.000560348 0.00308191     0.0106585 -0.000560348 0.00308191
0.0106585 -0.000560348 0.00308191     0.0106585 -0.000560348 0.00308191
0.0106585 -0.000560348 0.00308191     0.0106585 -0.000560348 0.00308191
0.0106585 -0.000560348 0.00308191     0.0106585 -0.000560348 0.00308191
0.0106585 -0.000560348 0.00308191     0.0106585 -0.000560348 0.00308191
0.0106585 -0.000560348 0.00308191     0.0107869 -0.000560348 0.00308191
0.0107869 -0.000560348 0.00308191     0.0107869 -0.000560348 0.003222
0.0107869 -0.000560348 0.003222     0.0107869 -0.000560348 0.003222
0.0107869 -0.000560348 0.003222     0.0107869 -0.000560348 0.003222
0.0107869 -0.000560348 0.003222     0.0107869 -0.000560348 0.003222
0.0107869 -0.000560348 0.003222     0.0107869 -0.000560348 0.003222
0.0107869 -0.000560348 0.003222     0.0107869 -0.000560348 0.003222
0.0107869 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0109154 -0.000560348 0.003222
0.0109154 -0.000560348 0.003222     0.0110438 -0.000700435 0.003222
0.0110438 -0.000700435 0.003222     0.0110438 -0.000700435 0.003222
0.0110438 -0.000700435 0.003222     0.0110438 -0.000700435 0.003222
0.0110438 -0.000700435 0.003222     0.0110438 -0.000700435 0.003222
0.0110438 -0.000700435 0.003222     0.0110438 -0.000700435 0.003222
0.0110438 -0.000700435 0.003222     0.0111722 -0.000700435 0.00336209
0.0111722 -0.000700435 0.00336209     0.0111722 -0.000700435 0.00336209
0.0111722 -0.000700435 0.00336209     0.0111722 -0.000700435 0.00336209
0.0111722 -0.000700435 0.00336209     0.0111722 -0.000700435 0.00336209
0.0111722 -0.000700435 0.00336209     0.0113006 -0.000700435 0.00336209
0.0113006 -0.000700435 0.00336209     0.0113006 -0.000700435 0.00336209
0.0113006 -0.000700435 0.00336209     0.0113006 -0.000700435 0.00336209
0.0113006 -0.000700435 0.00336209     0.0113006 -0.000700435 0.00336209
0.0113006 -0.000700435 0.00336209     0.0113006 -0.000700435 0.00336209
0.0113006 -0.000700435 0.00336209     0.0113006 -0.000700435 0.00336209
0.0113006 -0.000700435 0.00336209     0.011429 -0.000700435 0.00336209
0.011429 -0.000700435 0.00336209     0.011429 -0.000700435 0.00336209
0.011429 -0.000700435 0.00336209     0.011429 -0.000700435 0.00336209
0.011429 -0.000700435 0.00336209     0.011429 -0.000700435 0.00336209
0.011429 -0.000700435 0.00336209     0.011429 -0.000700435 0.00336209
0.011429 -0.000700435 0.00336209     0.011429 -0.000700435 0.00336209
0.011429 -0.000700435 0.00336209     0.011429 -0.000700435 0.00336209
0.011429 -0.000700435 0.00336209     0.0115574 -0.000700435 0.00350218
0.0115574 -0.000700435 0.00350218     0.0115574 -0.000700435 0.00350218
0.0115574 -0.000700435 0.00350218     0.0115574 -0.000700435 0.00350218
0.0115574 -0.000700435 0.00350218     0.0115574 -0.000700435 0.00350218
0.0115574 -0.000700435 0.00350218     0.0115574 -0.000700435 0.00350218
0.0115574 -0.000700435 0.00350218     0.0115574 -0.000700435 0.00350218
0.0115574 -0.000700435 0.00350218     0.0115574 -0.000700435 0.00350218
0.0115574 -0.000700435 0.00350218     0.0116859 -0.000700435 0.00350218
0.0116859 -0.000700435 0.00350218     0.0116859 -0.000700435 0.00350218
0.0116859 -0.000700435 0.00350218     0.0116859 -0.000700435 0.00350218
0.0116859 -0.000700435 0.00350218     0.0116859 -0.000700435 0.00350218
0.0116859 -0.000700435 0.00350218     0.0116859 -0.000700435 0.00350218
0.0116859 -0.000700435 0.00350218     0.0116859 -0.000700435 0.00350218
0.0116859 -0.000700435 0.00350218     0.0118143 -0.000700435 0.00350218
0.0118143 -0.000700435 0.00350218     0.0118143 -0.000700435 0.00350218
0.0118143 -0.000700435 0.00350218     0.0118143 -0.000700435 0.00350218
0.0118143 -0.000700435 0.00350218     0.0118143 -0.000700435 0.00350218
0.0118143 -0.000700435 0.00350218     0.0118143 -0.000700435 0.00350218
0.0118143 -0.000700435 0.00350218     0.0118143 -0.000700435 0.00350218
0.0118143 -0.000700435 0.00350218     0.0118143 -0.000700435 0.00350218
0.0118143 -0.000700435 0.00350218     0.0119427 -0.000700435 0.00350218
0.0119427 -0.000700435 0.00350218     0.0119427 -0.000700435 0.00364226
0.0119427 -0.000700435 0.00364226     0.0119427 -0.000700435 0.00364226
0.0119427 -0.000700435 0.00364226     0.0119427 -0.000700435 0.00364226
0.0119427 -0.000700435 0.00364226     0.0119427 -0.000700435 0.00364226
0.0119427 -0.000700435 0.00364226     0.0119427 -0.000700435 0.00364226
0.0119427 -0.000700435 0.00364226     0.0119427 -0.000700435 0.00364226
0.0119427 -0.000700435 0.00364226     0.0120711 -0.000700435 0.00364226
0.0120711 -0.000700435 0.00364226     0.0120711 -0.000700435 0.00364226
0.0120711 -0.000700435 0.00364226     0.0120711 -0.000840522 0.00364226
0.0120711 -0.000840522 0.00364226     0.0120711 -0.000840522 0.00364226
0.0120711 -0.000840522 0.00364226     0.0120711 -0.000840522 0.00364226
0.0120711 -0.000840522 0.00364226     0.0120711 -0.000840522 0.00364226
0.0120711 -0.000840522 0.00364226     0.0120711 -0.000840522 0.00364226
0.0120711 -0.000840522 0.00364226     0.0121995 -0.000840522 0.00364226
0.0121995 -0.000840522 0.00364226     0.0121995 -0.000840522 0.00364226
0.0121995 -0.000840522 0.00364226     0.0121995 -0.000840522 0.00364226
0.0121995 -0.000840522 0.00364226     0.0121995 -0.000840522 0.00364226
0.0121995 -0.000840522 0.00364226     0.0121995 -0.000840522 0.00364226
0.0121995 -0.000840522 0.00364226     0.0121995 -0.000840522 0.00364226
0.0121995 -0.000840522 0.00364226     0.0123279 -0.000840522 0.00364226
0.0123279 -0.000840522 0.00364226     0.0123279 -0.000840522 0.00364226
0.0123279 -0.000840522 0.00364226     0.0123279 -0.000840522 0.00364226
0.0123279 -0.000840522 0.00364226     0.0123279 -0.000840522 0.00364226
0.0123279 -0.000840522 0.00364226     0.0123279 -0.000840522 0.00364226
0.0123279 -0.000840522 0.00364226     0.0123279 -0.000840522 0.00378235
0.0123279 -0.000840522 0.00378235     0.0123279 -0.000840522 0.00378235
0.0123279 -0.000840522 0.00378235     0.0124564 -0.000840522 0.00378235
0.0124564 -0.000840522 0.00378235     0.0124564 -0.000840522 0.00378235
0.0124564 -0.000840522 0.00378235     0.0124564 -0.000840522 0.00378235
0.0124564 -0.000840522 0.00378235     0.0124564 -0.000840522 0.00378235
0.0124564 -0.000840522 0.00378235     0.0124564 -0.000840522 0.00378235
0.0124564 -0.000840522 0.00378235     0.0124564 -0.000840522 0.00378235
0.0124564 -0.000840522 0.00378235     0.0124564 -0.000840522 0.00378235
0.0124564 -0.000840522 0.00378235     0.0125848 -0.000840522 0.00378235
0.0125848 -0.000840522 0.00378235     0.0125848 -0.000840522 0.00378235
0.0125848 -0.000840522 0.00378235     0.0125848 -0.000840522 0.00378235
0.0125848 -0.000840522 0.00378235     0.0125848 -0.000840522 0.00378235
0.0125848 -0.000840522 0.00378235     0.0125848 -0.000840522 0.00378235
0.0125848 -0.000840522 0.00378235     0.0125848 -0.000840522 0.00378235
0.0125848 -0.000840522 0.00378235     0.0127132 -0.000840522 0.00378235
0.0127132 -0.000840522 0.00378235     0.0127132 -0.000840522 0.00378235
0.0127132 -0.000840522 0.00378235     0.0127132 -0.000840522 0.00378235
0.0127132 -0.000840522 0.00378235     0.0127132 -0.000840522 0.00378235
0.0127132 -0.000840522 0.00378235     0.0127132 -0.000840522 0.00378235
0.0127132 -0.000840522 0.00378235     0.0127132 -0.000840522 0.00378235
0.0127132 -0.000840522 0.00378235     0.0128416 -0.000840522 0.00378235
0.0128416 -0.000840522 0.00378235     0.0128416 -0.000840522 0.00378235
0.0128416 -0.000840522 0.00378235     0.0128416 -0.000840522 0.00378235
0.0128416 -0.000840522 0.00378235     0.0128416 -0.000840522 0.00378235
0.0128416 -0.000840522 0.00378235     0.0128416 -0.000840522 0.00378235
0.0128416 -0.000840522 0.00378235     0.0128416 -0.000840522 0.00392244
0.0128416 -0.000840522 0.00392244     0.0128416 -0.000840522 0.00392244
0.0128416 -0.000840522 0.00392244     0.01297 -0.000840522 0.00392244
0.01297 -0.000840522 0.00392244     0.01297 -0.000840522 0.00392244
0.01297 -0.000840522 0.00392244     0.01297 -0.000840522 0.00392244
0.01297 -0.000840522 0.00392244     0.01297 -0.000840522 0.00392244
0.01297 -0.000840522 0.00392244     0.01297 -0.000840522 0.00392244
0.01297 -0.000840522 0.00392244     0.01297 -0.000840522 0.00392244
0.01297 -0.000840522 0.00392244     0.0130984 -0.000840522 0.00392244
0.0130984 -0.000840522 0.00392244     0.0130984 -0.000840522 0.00392244
0.0130984 -0.000840522 0.00392244     0.0130984 -0.000840522 0.00392244
0.0130984 -0.000840522 0.00392244     0.0130984 -0.000840522 0.00392244
0.0130984 -0.000840522 0.00392244     0.0130984 -0.000840522 0.00392244
0.0130984 -0.000840522 0.00392244     0.0130984 -0.000840522 0.00392244
0.0130984 -0.000840522 0.00392244     0.0132268 -0.000840522 0.00392244
0.0132268 -0.000840522 0.00392244     0.0132268 -0.000840522 0.00392244
0.0132268 -0.000840522 0.00392244     0.0132268 -0.000840522 0.00392244
0.0132268 -0.000840522 0.00392244     0.0132268 -0.000980609 0.00392244
0.0132268 -0.000980609 0.00392244     0.0132268 -0.000980609 0.00392244
0.0132268 -0.000980609 0.00392244     0.0132268 -0.000980609 0.00392244
0.0132268 -0.000980609 0.00392244     0.0133553 -0.000980609 0.00392244
0.0133553 -0.000980609 0.00392244     0.0133553 -0.000980609 0.00392244
0.0133553 -0.000980609 0.00392244     0.0133553 -0.000980609 0.00392244
0.0133553 -0.000980609 0.00392244     0.0133553 -0.000980609 0.00392244
0.0133553 -0.000980609 0.00392244     0.0133553 -0.000980609 0.00392244
0.0133553 -0.000980609 0.00392244     0.0133553 -0.000980609 0.00392244
0.0133553 -0.000980609 0.00392244     0.0134837 -0.000980609 0.00392244
0.0134837 -0.000980609 0.00392244     0.0134837 -0.000980609 0.00392244
0.0134837 -0.000980609 0.00392244     0.0134837 -0.000980609 0.00392244
0.0134837 -0.000980609 0.00392244     0.0134837 -0.000980609 0.00406252
0.0134837 -0.000980609 0.00406252     0.0134837 -0.000980609 0.00406252
0.0134837 -0.000980609 0.00406252     0.0134837 -0.000980609 0.00406252
0.0134837 -0.000980609 0.00406252     0.0134837 -0.000980609 0.00406252
0.0134837 -0.000980609 0.00406252     0.0136121 -0.000980609 0.00406252
0.0136121 -0.000980609 0.00406252     0.0136121 -0.000980609 0.00406252
0.0136121 -0.000980609 0.00406252     0.0136121 -0.000980609 0.00406252
0.0136121 -0.000980609 0.00406252     0.0136121 -0.000980609 0.00406252
0.0136121 -0.000980609 0.00406252     0.0136121 -0.000980609 0.00406252
0.0136121 -0.000980609 0.00406252     0.0136121 -0.000980609 0.00406252
0.0136121 -0.000980609 0.00406252     0.0137405 -0.000980609 0.00406252
0.0137405 -0.000980609 0.00406252     0.0137405 -0.000980609 0.00406252
0.0137405 -0.000980609 0.00406252     0.0137405 -0.000980609 0.00406252
0.0137405 -0.000980609 0.00406252     0.0137405 -0.000980609 0.00406252
0.0137405 -0.000980609 0.00406252     0.0138689 -0.000980609 0.00406252
0.0138689 -0.000980609 0.00406252     0.0138689 -0.000980609 0.00406252
0.0138689 -0.000980609 0.00406252     0.0138689 -0.000980609 0.00406252
0.0138689 -0.000980609 0.00406252     0.0138689 -0.000980609 0.00406252
0.0138689 -0.000980609 0.00406252     0.0139973 -0.000980609 0.00406252
0.0139973 -0.000980609 0.00406252     0.0139973 -0.000980609 0.00406252
0.0139973 -0.000980609 0.00406252     0.0139973 -0.000980609 0.00406252
0.0139973 -0.000980609 0.00406252     0.0139973 -0.000980609 0.00406252
0.0139973 -0.000980609 0.00406252     0.0139973 -0.000980609 0.00406252
0.0139973 -0.000980609 0.00406252     0.0139973 -0.000980609 0.00406252
