0 0 0     -1.77275e-09 2.76094e-05 0
0.000308374 0.00138247 -2.98777e-05     0.000308374 0.00138247 -2.98777e-05
0.000308374 0.00138247 -2.98777e-05     0.000308374 0.00138247 -2.98777e-05
0.000308374 0.00138247 -2.98777e-05     0.000308194 0.00141012 -2.98777e-05
0.000308194 0.00141012 -2.98777e-05     0.000308194 0.00141012 -2.98777e-05
0.000308194 0.00141012 -2.98777e-05     0.000308194 0.00141012 -2.98777e-05
0.000308194 0.00141012 -2.98777e-05     0.000308194 0.00141012 -2.98777e-05
0.000308194 0.00141012 -2.98777e-05     0.000308194 0.00141012 -2.98777e-05
0.000308194 0.00141012 -2.98777e-05     0.000336631 0.00141031 -2.98319e-05
0.000336631 0.00141031 -2.98319e-05     0.000336631 0.00141031 -2.98319e-05
0.000336631 0.00141031 -2.98319e-05     0.000336449 0.00143796 -2.98319e-05
0.000336449 0.00143796 -2.98319e-05     0.000336449 0.00143796 -2.98319e-05
0.000336449 0.00143796 -2.98319e-05     0.000336449 0.00143796 -2.98319e-05
0.000336449 0.00143796 -2.98319e-05     0.000336449 0.00143796 -2.98319e-05
0.000336449 0.00143796 -2.98319e-05     0.000336449 0.00143796 -2.98319e-05
0.000336449 0.00143796 -2.98319e-05     0.000336449 0.00143796 -2.98319e-05
0.000336449 0.00143796 -2.98319e-05     0.000336449 0.00143796 -2.98319e-05
0.000336449 0.00143796 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336262 0.00146561 -2.98319e-05
0.000336262 0.00146561 -2.98319e-05     0.000336072 0.00149326 -2.98319e-05
0.000336072 0.00149326 -2.98319e-05     0.000336072 0.00149326 -2.98319e-05
0.000336072 0.00149326 -2.98319e-05     0.000336072 0.00149326 -2.98319e-05
0.000336072 0.00149326 -2.98319e-05     0.000336072 0.00149326 -2.98319e-05
0.000336072 0.00149326 -2.98319e-05     0.000336072 0.00149326 -2.98319e-05
0.000336072 0.00149326 -2.98319e-05     0.000364509 0.00149346 -2.97821e-05
0.000364509 0.00149346 -2.97821e-05     0.000364509 0.00149346 -2.97821e-05
0.000364509 0.00149346 -2.97821e-05     0.000364509 0.00149346 -2.97821e-05
0.000364509 0.00149346 -2.97821e-05     0.000364316 0.00152112 -2.97821e-05
0.000364316 0.00152112 -2.97821e-05     0.000364316 0.00152112 -2.97821e-05
0.000364316 0.00152112 -2.97821e-05     0.000364316 0.00152112 -2.97821e-05
0.000364316 0.00152112 -2.97821e-05     0.000364316 0.00152112 -2.97821e-05
0.000364316 0.00152112 -2.97821e-05     0.000364316 0.00152112 -2.97821e-05
0.000364316 0.00152112 -2.97821e-05     0.000364316 0.00152112 -2.97821e-05
0.000364316 0.00152112 -2.97821e-05     0.000364316 0.00152112 -2.97821e-05
0.000364316 0.00152112 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000364118 0.00154877 -2.97821e-05
0.000364118 0.00154877 -2.97821e-05     0.000363918 0.00157643 -2.97821e-05
0.000363918 0.00157643 -2.97821e-05     0.000363918 0.00157643 -2.97821e-05
0.000363918 0.00157643 -2.97821e-05     0.000363918 0.00157643 -2.97821e-05
0.000363918 0.00157643 -2.97821e-05     0.000363918 0.00157643 -2.97821e-05
0.000363918 0.00157643 -2.97821e-05     0.000392355 0.00157664 -2.97283e-05
0.000392355 0.00157664 -2.97283e-05     0.000392355 0.00157664 -2.97283e-05
0.000392355 0.00157664 -2.97283e-05     0.00039215 0.0016043 -2.97283e-05
0.00039215 0.0016043 -2.97283e-05     0.00039215 0.0016043 -2.97283e-05
0.00039215 0.0016043 -2.97283e-05     0.00039215 0.0016043 -2.97283e-05
0.00039215 0.0016043 -2.97283e-05     0.00039215 0.0016043 -2.97283e-05
0.00039215 0.0016043 -2.97283e-05     0.00039215 0.0016043 -2.97283e-05
0.00039215 0.0016043 -2.97283e-05     0.00039215 0.0016043 -2.97283e-05
0.00039215 0.0016043 -2.97283e-05     0.00039215 0.0016043 -2.97283e-05
0.00039215 0.0016043 -2.97283e-05     0.000391943 0.00163196 -2.97283e-05
0.000391943 0.00163196 -2.97283e-05     0.000391943 0.00163196 -2.97283e-05
0.000391943 0.00163196 -2.97283e-05     0.000391943 0.00163196 -2.97283e-05
0.000391943 0.00163196 -2.97283e-05     0.000391943 0.00163196 -2.97283e-05
0.000391943 0.00163196 -2.97283e-05     0.000391943 0.00163196 -2.97283e-05
0.000391943 0.00163196 -2.97283e-05     0.000391943 0.00163196 -2.97283e-05
0.000391943 0.00163196 -2.97283e-05     0.000391943 0.00163196 -2.97283e-05
0.000391943 0.00163196 -2.97283e-05     0.000391731 0.00165962 -2.97283e-05
0.000391731 0.00165962 -2.97283e-05     0.000391731 0.00165962 -2.97283e-05
0.000391731 0.00165962 -2.97283e-05     0.000391725 0.00165962 -5.9847e-05
0.000391725 0.00165962 -5.9847e-05     0.000391725 0.00165962 -5.9847e-05
0.000391725 0.00165962 -5.9847e-05     0.000391725 0.00165962 -5.9847e-05
0.000391725 0.00165962 -5.9847e-05     0.000420162 0.00165984 -5.97892e-05
0.000420162 0.00165984 -5.97892e-05     0.000420162 0.00165984 -5.97892e-05
0.000420162 0.00165984 -5.97892e-05     0.000419947 0.0016875 -5.97892e-05
0.000419947 0.0016875 -5.97892e-05     0.000419947 0.0016875 -5.97892e-05
0.000419947 0.0016875 -5.97892e-05     0.000419947 0.0016875 -5.97892e-05
0.000419947 0.0016875 -5.97892e-05     0.000419947 0.0016875 -5.97892e-05
0.000419947 0.0016875 -5.97892e-05     0.000419947 0.0016875 -5.97892e-05
0.000419947 0.0016875 -5.97892e-05     0.000419947 0.0016875 -5.97892e-05
0.000419947 0.0016875 -5.97892e-05     0.000419728 0.00171516 -5.97892e-05
0.000419728 0.00171516 -5.97892e-05     0.000419728 0.00171516 -5.97892e-05
0.000419728 0.00171516 -5.97892e-05     0.000419728 0.00171516 -5.97892e-05
0.000419728 0.00171516 -5.97892e-05     0.000419728 0.00171516 -5.97892e-05
0.000419728 0.00171516 -5.97892e-05     0.000419728 0.00171516 -5.97892e-05
0.000419728 0.00171516 -5.97892e-05     0.000419728 0.00171516 -5.97892e-05
0.000419728 0.00171516 -5.97892e-05     0.000419506 0.00174283 -5.97892e-05
0.000419506 0.00174283 -5.97892e-05     0.000419506 0.00174283 -5.97892e-05
0.000419506 0.00174283 -5.97892e-05     0.000419506 0.00174283 -5.97892e-05
0.000419506 0.00174283 -5.97892e-05     0.000419506 0.00174283 -5.97892e-05
0.000419506 0.00174283 -5.97892e-05     0.000419506 0.00174283 -5.97892e-05
0.000419506 0.00174283 -5.97892e-05     0.000419506 0.00174283 -5.97892e-05
0.000419506 0.00174283 -5.97892e-05     0.000419281 0.00177049 -5.97892e-05
0.000419281 0.00177049 -5.97892e-05     0.000447717 0.00177072 -5.97275e-05
0.000447717 0.00177072 -5.97275e-05     0.000447717 0.00177072 -5.97275e-05
0.000447717 0.00177072 -5.97275e-05     0.000447717 0.00177072 -5.97275e-05
0.000447717 0.00177072 -5.97275e-05     0.000447717 0.00177072 -5.97275e-05
0.000447717 0.00177072 -5.97275e-05     0.000447717 0.00177072 -5.97275e-05
0.000447717 0.00177072 -5.97275e-05     0.000447488 0.00179839 -5.97275e-05
0.000447488 0.00179839 -5.97275e-05     0.000447488 0.00179839 -5.97275e-05
0.000447488 0.00179839 -5.97275e-05     0.000447488 0.00179839 -5.97275e-05
0.000447488 0.00179839 -5.97275e-05     0.000447488 0.00179839 -5.97275e-05
0.000447488 0.00179839 -5.97275e-05     0.000447488 0.00179839 -5.97275e-05
0.000447488 0.00179839 -5.97275e-05     0.000447488 0.00179839 -5.97275e-05
0.000447488 0.00179839 -5.97275e-05     0.000447488 0.00179839 -5.97275e-05
0.000447488 0.00179839 -5.97275e-05     0.000447255 0.00182606 -5.97275e-05
0.000447255 0.00182606 -5.97275e-05     0.000447255 0.00182606 -5.97275e-05
0.000447255 0.00182606 -5.97275e-05     0.000447255 0.00182606 -5.97275e-05
0.000447255 0.00182606 -5.97275e-05     0.000447255 0.00182606 -5.97275e-05
0.000447255 0.00182606 -5.97275e-05     0.000447255 0.00182606 -5.97275e-05
0.000447255 0.00182606 -5.97275e-05     0.000447019 0.00185372 -5.97275e-05
0.000447019 0.00185372 -5.97275e-05     0.000475456 0.00185397 -5.96618e-05
0.000475456 0.00185397 -5.96618e-05     0.000475456 0.00185397 -5.96618e-05
0.000475456 0.00185397 -5.96618e-05     0.000475456 0.00185397 -5.96618e-05
0.000475456 0.00185397 -5.96618e-05     0.000475456 0.00185397 -5.96618e-05
0.000475456 0.00185397 -5.96618e-05     0.000475456 0.00185397 -5.96618e-05
0.000475456 0.00185397 -5.96618e-05     0.000475216 0.00188164 -5.96618e-05
0.000475216 0.00188164 -5.96618e-05     0.000475216 0.00188164 -5.96618e-05
0.000475216 0.00188164 -5.96618e-05     0.000475216 0.00188164 -5.96618e-05
0.000475216 0.00188164 -5.96618e-05     0.000474972 0.00190931 -5.96618e-05
0.000474972 0.00190931 -5.96618e-05     0.000474972 0.00190931 -5.96618e-05
0.000474972 0.00190931 -5.96618e-05     0.000474972 0.00190931 -5.96618e-05
0.000474972 0.00190931 -5.96618e-05     0.000474725 0.00193698 -5.96618e-05
0.000474725 0.00193698 -5.96618e-05     0.000474725 0.00193698 -5.96618e-05
0.000474725 0.00193698 -5.96618e-05     0.000503151 0.00193724 -8.97107e-05
0.000503151 0.00193724 -8.97107e-05     0.000503151 0.00193724 -8.97107e-05
0.000503151 0.00193724 -8.97107e-05     0.000502901 0.00196491 -8.97107e-05
0.000502901 0.00196491 -8.97107e-05     0.000502901 0.00196491 -8.97107e-05
0.000502901 0.00196491 -8.97107e-05     0.000502901 0.00196491 -8.97107e-05
0.000502901 0.00196491 -8.97107e-05     0.000502647 0.00199258 -8.97107e-05
0.000502647 0.00199258 -8.97107e-05     0.000502647 0.00199258 -8.97107e-05
0.000502647 0.00199258 -8.97107e-05     0.000502647 0.00199258 -8.97107e-05
0.000502647 0.00199258 -8.97107e-05     0.000502647 0.00199258 -8.97107e-05
0.000502647 0.00199258 -8.97107e-05     0.000502389 0.00202026 -8.97107e-05
0.000502389 0.00202026 -8.97107e-05     0.000502389 0.00202026 -8.97107e-05
0.000502389 0.00202026 -8.97107e-05     0.000530825 0.00202052 -8.9637e-05
0.000530825 0.00202052 -8.9637e-05     0.000530825 0.00202052 -8.9637e-05
0.000530825 0.00202052 -8.9637e-05     0.000530825 0.00202052 -8.9637e-05
0.000530825 0.00202052 -8.9637e-05     0.000530564 0.0020482 -8.9637e-05
0.000530564 0.0020482 -8.9637e-05     0.000530564 0.0020482 -8.9637e-05
0.000530564 0.0020482 -8.9637e-05     0.000530564 0.0020482 -8.9637e-05
0.000530564 0.0020482 -8.9637e-05     0.000530564 0.0020482 -8.9637e-05
0.000530564 0.0020482 -8.9637e-05     0.000530564 0.0020482 -8.9637e-05
0.000530564 0.0020482 -8.9637e-05     0.000530564 0.0020482 -8.9637e-05
0.000530564 0.0020482 -8.9637e-05     0.000530564 0.0020482 -8.9637e-05
0.000530564 0.0020482 -8.9637e-05     0.000530299 0.00207588 -8.9637e-05
0.000530299 0.00207588 -8.9637e-05     0.000530299 0.00207588 -8.9637e-05
0.000530299 0.00207588 -8.9637e-05     0.000530299 0.00207588 -8.9637e-05
0.000530299 0.00207588 -8.9637e-05     0.000530299 0.00207588 -8.9637e-05
0.000530299 0.00207588 -8.9637e-05     0.000530299 0.00207588 -8.9637e-05
0.000530299 0.00207588 -8.9637e-05     0.000530299 0.00207588 -8.9637e-05
0.000530299 0.00207588 -8.9637e-05     0.000530031 0.00210356 -8.9637e-05
0.000530031 0.00210356 -8.9637e-05     0.000530031 0.00210356 -8.9637e-05
0.000530031 0.00210356 -8.9637e-05     0.000558467 0.00210383 -8.95594e-05
0.000558467 0.00210383 -8.95594e-05     0.000558467 0.00210383 -8.95594e-05
0.000558467 0.00210383 -8.95594e-05     0.000558467 0.00210383 -8.95594e-05
0.000558467 0.00210383 -8.95594e-05     0.000558467 0.00210383 -8.95594e-05
0.000558467 0.00210383 -8.95594e-05     0.000558467 0.00210383 -8.95594e-05
0.000558467 0.00210383 -8.95594e-05     0.000558195 0.00213152 -8.95594e-05
0.000558195 0.00213152 -8.95594e-05     0.000558195 0.00213152 -8.95594e-05
0.000558195 0.00213152 -8.95594e-05     0.000558195 0.00213152 -8.95594e-05
0.000558195 0.00213152 -8.95594e-05     0.000558195 0.00213152 -8.95594e-05
0.000558195 0.00213152 -8.95594e-05     0.000558195 0.00213152 -8.95594e-05
0.000558195 0.00213152 -8.95594e-05     0.000558195 0.00213152 -8.95594e-05
0.000558195 0.00213152 -8.95594e-05     0.000558195 0.00213152 -8.95594e-05
0.000558195 0.00213152 -8.95594e-05     0.00055792 0.0021592 -8.95594e-05
0.00055792 0.0021592 -8.95594e-05     0.00055792 0.0021592 -8.95594e-05
0.00055792 0.0021592 -8.95594e-05     0.000557905 0.0021592 -0.000119678
0.000557905 0.0021592 -0.000119678     0.000557905 0.0021592 -0.000119678
0.000557905 0.0021592 -0.000119678     0.000557905 0.0021592 -0.000119678
0.000557905 0.0021592 -0.000119678     0.000586341 0.00215948 -0.000119596
0.000586341 0.00215948 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000586062 0.00218717 -0.000119596
0.000586062 0.00218717 -0.000119596     0.000585779 0.00221485 -0.000119596
0.000585779 0.00221485 -0.000119596     0.000585779 0.00221485 -0.000119596
0.000585779 0.00221485 -0.000119596     0.000585779 0.00221485 -0.000119596
0.000585779 0.00221485 -0.000119596     0.000585779 0.00221485 -0.000119596
0.000585779 0.00221485 -0.000119596     0.000585779 0.00221485 -0.000119596
0.000585779 0.00221485 -0.000119596     0.000585779 0.00221485 -0.000119596
0.000585779 0.00221485 -0.000119596     0.000585779 0.00221485 -0.000119596
0.000585779 0.00221485 -0.000119596     0.000585493 0.00224254 -0.000119596
0.000585493 0.00224254 -0.000119596     0.000585493 0.00224254 -0.000119596
0.000585493 0.00224254 -0.000119596     0.000585493 0.00224254 -0.000119596
0.000585493 0.00224254 -0.000119596     0.000613929 0.00224283 -0.000119511
0.000613929 0.00224283 -0.000119511     0.000613929 0.00224283 -0.000119511
0.000613929 0.00224283 -0.000119511     0.000613929 0.00224283 -0.000119511
0.000613929 0.00224283 -0.000119511     0.000613929 0.00224283 -0.000119511
0.000613929 0.00224283 -0.000119511     0.000613639 0.00227052 -0.000119511
0.000613639 0.00227052 -0.000119511     0.000613639 0.00227052 -0.000119511
0.000613639 0.00227052 -0.000119511     0.000613639 0.00227052 -0.000119511
0.000613639 0.00227052 -0.000119511     0.000613639 0.00227052 -0.000119511
0.000613639 0.00227052 -0.000119511     0.000613639 0.00227052 -0.000119511
0.000613639 0.00227052 -0.000119511     0.000613639 0.00227052 -0.000119511
0.000613639 0.00227052 -0.000119511     0.000613639 0.00227052 -0.000119511
0.000613639 0.00227052 -0.000119511     0.000613346 0.00229821 -0.000119511
0.000613346 0.00229821 -0.000119511     0.000613346 0.00229821 -0.000119511
0.000613346 0.00229821 -0.000119511     0.000613346 0.00229821 -0.000119511
0.000613346 0.00229821 -0.000119511     0.000613346 0.00229821 -0.000119511
0.000613346 0.00229821 -0.000119511     0.000613346 0.00229821 -0.000119511
0.000613346 0.00229821 -0.000119511     0.000613346 0.00229821 -0.000119511
0.000613346 0.00229821 -0.000119511     0.000613346 0.00229821 -0.000119511
0.000613346 0.00229821 -0.000119511     0.000613049 0.0023259 -0.000119511
0.000613049 0.0023259 -0.000119511     0.000641485 0.0023262 -0.000119421
0.000641485 0.0023262 -0.000119421     0.000641485 0.0023262 -0.000119421
0.000641485 0.0023262 -0.000119421     0.000641485 0.0023262 -0.000119421
0.000641485 0.0023262 -0.000119421     0.000641485 0.0023262 -0.000119421
0.000641485 0.0023262 -0.000119421     0.000641485 0.0023262 -0.000119421
0.000641485 0.0023262 -0.000119421     0.000641485 0.0023262 -0.000119421
0.000641485 0.0023262 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000641184 0.00235389 -0.000119421
0.000641184 0.00235389 -0.000119421     0.000640861 0.00238159 -0.00014954
0.000640861 0.00238159 -0.00014954     0.000640861 0.00238159 -0.00014954
0.000640861 0.00238159 -0.00014954     0.000640861 0.00238159 -0.00014954
0.000640861 0.00238159 -0.00014954     0.000640861 0.00238159 -0.00014954
0.000640861 0.00238159 -0.00014954     0.000640861 0.00238159 -0.00014954
0.000640861 0.00238159 -0.00014954     0.000668989 0.0024096 -0.000149446
0.000668989 0.0024096 -0.000149446     0.000668989 0.0024096 -0.000149446
0.000668989 0.0024096 -0.000149446     0.000668989 0.0024096 -0.000149446
0.000668989 0.0024096 -0.000149446     0.000668989 0.0024096 -0.000149446
0.000668989 0.0024096 -0.000149446     0.000668678 0.00243729 -0.000149446
0.000668678 0.00243729 -0.000149446     0.000668678 0.00243729 -0.000149446
0.000668678 0.00243729 -0.000149446     0.000668678 0.00243729 -0.000149446
0.000668678 0.00243729 -0.000149446     0.000668678 0.00243729 -0.000149446
0.000668678 0.00243729 -0.000149446     0.000668678 0.00243729 -0.000149446
0.000668678 0.00243729 -0.000149446     0.000668678 0.00243729 -0.000149446
0.000668678 0.00243729 -0.000149446     0.000668363 0.00246499 -0.000149446
0.000668363 0.00246499 -0.000149446     0.000668363 0.00246499 -0.000149446
0.000668363 0.00246499 -0.000149446     0.000668363 0.00246499 -0.000149446
0.000668363 0.00246499 -0.000149446     0.000668363 0.00246499 -0.000149446
0.000668363 0.00246499 -0.000149446     0.000668363 0.00246499 -0.000149446
0.000668363 0.00246499 -0.000149446     0.000668363 0.00246499 -0.000149446
0.000668363 0.00246499 -0.000149446     0.000668363 0.00246499 -0.000149446
0.000668363 0.00246499 -0.000149446     0.000696481 0.00249301 -0.000149349
0.000696481 0.00249301 -0.000149349     0.000696481 0.00249301 -0.000149349
0.000696481 0.00249301 -0.000149349     0.000696481 0.00249301 -0.000149349
0.000696481 0.00249301 -0.000149349     0.000696481 0.00249301 -0.000149349
0.000696481 0.00249301 -0.000149349     0.000696481 0.00249301 -0.000149349
0.000696481 0.00249301 -0.000149349     0.000696481 0.00249301 -0.000149349
0.000696481 0.00249301 -0.000149349     0.000696481 0.00249301 -0.000149349
0.000696481 0.00249301 -0.000149349     0.000696159 0.00252071 -0.000149349
0.000696159 0.00252071 -0.000149349     0.000696159 0.00252071 -0.000149349
0.000696159 0.00252071 -0.000149349     0.000696159 0.00252071 -0.000149349
0.000696159 0.00252071 -0.000149349     0.000696159 0.00252071 -0.000149349
0.000696159 0.00252071 -0.000149349     0.000696159 0.00252071 -0.000149349
0.000696159 0.00252071 -0.000149349     0.000696159 0.00252071 -0.000149349
0.000696159 0.00252071 -0.000149349     0.000695833 0.00254841 -0.000149349
0.000695833 0.00254841 -0.000149349     0.000695833 0.00254841 -0.000149349
0.000695833 0.00254841 -0.000149349     0.000695833 0.00254841 -0.000149349
0.000695833 0.00254841 -0.000149349     0.000695833 0.00254841 -0.000149349
0.000695833 0.00254841 -0.000149349     0.000695833 0.00254841 -0.000149349
0.000695833 0.00254841 -0.000149349     0.000695833 0.00254841 -0.000149349
0.000695833 0.00254841 -0.000149349     0.000695833 0.00254841 -0.000149349
0.000695833 0.00254841 -0.000149349     0.000695504 0.00257611 -0.000149349
0.000695504 0.00257611 -0.000149349     0.00072394 0.00257645 -0.000149247
0.00072394 0.00257645 -0.000149247     0.00072394 0.00257645 -0.000149247
0.00072394 0.00257645 -0.000149247     0.00072394 0.00257645 -0.000149247
